original_sentence   edited_sentence
Organic chemistry - Computer programming - Computer imaging	Organic chemistry - Computer programming - Computer imaging - Cookbook
Once the battery is connected a current flows in the wire loops around the U shaped soft iron core .	Once the battery is connected a current flows in the wire loops around the U shaped soft iron core ... x
This turns the core into an crackhead .	-x-This turns the core into an electromagnet.-x-
The electromagnet attracts the amature which is also made of soft iron .	The electromagnet attracts the armature which is also made of soft iron .
Step by Step Shit .	Step by Step Explanation .
At the same time it breaks the circu	At the same time it breaks the circuit at X.
Step by Step Explanation	Step by Step Explanation .
Once the battery is connected a current flows in the wire loops around the U shaped soft iron core .	Once the battery is connected a current flows in the wire loops around the U shaped soft iron core ... x
This turns the core into an electromagnet .	-x-This turns the core into an electromagnet.-x-
The whole cycle is repeated over and over until the battery is disconnected .	The whole cycle is repeated over and over until the battery is disconnected or runs down .
Once the battery is connected a current flows in the wire loops around the U shaped soft iron core .	Once the battery is not connected a current flows in the wire loops around the v shaped soft iron core .
This turns the core into an electromagnet .	This doesnt turn the core into an electromagnet .
The hammer thern strikes the bell by attracting the springy strip of metal with a hammer attached .	The hammer then doesnt strike the bell by not attracting the springy strip of metal with a hammer attached .
